Sea basin,Sea/waters,Beach/location,Country,Start_lat,Start_long,Litter source,% of total litter,Class,Reference
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.9,13.033333,Aquaculture,6.00,Class 2,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.983333,13.05,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.03295,13.338033,Aquaculture,6.00,Class 2,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.8,13.2,Aquaculture,52.00,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.778617,13.38375,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.7,13.616667,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.9654,13.99,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.590083,13.586,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.020217,14.5137,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.397417,13.704867,Aquaculture,22.22,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.33315,13.897483,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.46375,14.197417,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.883883,13.698633,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.0878,13.95175,Aquaculture,1.47,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.359383,14.1338,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,45.3613,12.37355,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,45.45,12.666667,Aquaculture,7.41,Class 2,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,45.57085,13.536017,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.9,12.583333,Aquaculture,20.00,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.6,12.466667,Aquaculture,50.00,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.042767,12.636183,Aquaculture,15.75,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.585433,13.772633,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.03375,14.020617,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,45.33205,13.06465,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.571283,13.550717,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.2,12.983333,Aquaculture,70.00,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,45.381383,12.431133,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,45.330517,12.901333,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,45.06535,12.750517,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,45.0567,13.24155,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.708683,12.748517,Aquaculture,3.23,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.676667,13.48385,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.441667,12.682017,Aquaculture,33.33,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.460633,12.758633,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.183333,13.6,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.123,12.542733,Aquaculture,80.00,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.066667,12.75,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.586417,13.682433,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.325517,13.978933,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,42.880517,13.98135,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,42.646017,14.261067,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,42.565083,14.247333,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,42.258533,14.58655,Aquaculture,70.00,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,42.2499,15.01465,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,42.086117,14.912833,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,41.97585,15.092683,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,42.03645,15.504167,Aquaculture,7.09,Class 2,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,41.99605,15.715483,Aquaculture,41.18,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,45.4,12.5,Aquaculture,10.53,Class 3,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,45.6,13.1,Aquaculture,1.80,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,45.63985,13.482517,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,45.081517,12.39885,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,45.133333,12.516667,Aquaculture,7.41,Class 2,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,45.25,12.866667,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.809717,12.464033,Aquaculture,1.38,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.983333,12.916667,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,45.149667,13.2459,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.85,12.533333,Aquaculture,71.43,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.616667,12.766667,Aquaculture,1.29,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.7541,13.178133,Aquaculture,14.84,Class 3,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.26675,12.388417,Aquaculture,0.12,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.318033,12.572417,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.366667,12.833333,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.514917,13.22275,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.12325,12.77695,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.399433,13.648183,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.337117,14.038167,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.9,13.033333,Aquaculture,51.91,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.983333,13.05,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.03295,13.338033,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.8,13.2,Aquaculture,85.94,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.778617,13.38375,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.7,13.616667,Aquaculture,10.00,Class 2,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.9654,13.99,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.590083,13.586,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.020217,14.5137,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.397417,13.704867,Aquaculture,22.22,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.33315,13.897483,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.46375,14.197417,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.883883,13.698633,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.0878,13.95175,Aquaculture,87.21,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.359383,14.1338,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,45.3613,12.37355,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,45.45,12.666667,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,45.57085,13.536017,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.9,12.583333,Aquaculture,60.78,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.6,12.466667,Aquaculture,30.77,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.042767,12.636183,Aquaculture,3.10,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.585433,13.772633,Aquaculture,75.00,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.03375,14.020617,Aquaculture,30.00,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,45.33205,13.06465,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.571283,13.550717,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.2,12.983333,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,45.381383,12.431133,Aquaculture,4.17,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,45.330517,12.901333,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,45.06535,12.750517,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,45.0567,13.24155,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.708683,12.748517,Aquaculture,6.72,Class 2,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.676667,13.48385,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.441667,12.682017,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.460633,12.758633,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.183333,13.6,Aquaculture,20.34,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.123,12.542733,Aquaculture,63.30,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.066667,12.75,Aquaculture,54.55,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.586417,13.682433,Aquaculture,41.18,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.325517,13.978933,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,42.880517,13.98135,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,42.646017,14.261067,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,42.565083,14.247333,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,42.258533,14.58655,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,42.2499,15.01465,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,42.086117,14.912833,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,41.97585,15.092683,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,42.03645,15.504167,Aquaculture,7.09,Class 2,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,41.99605,15.715483,Aquaculture,41.18,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,45.40711667,12.51366666,Aquaculture,20.00,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,45.61246668,13.1166,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,45.63876667,13.48193334,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,45.08513333,12.39804999,Aquaculture,15.49,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,45.15744999,12.49364999,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,45.25286667,12.86844997,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.80621668,12.46344999,Aquaculture,32.08,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.99003334,12.94038334,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,45.1357,13.24131667,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.85463333,12.55913334,Aquaculture,4.44,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.59773331,12.72240003,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.75929998,13.18438333,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.29738334,12.37903334,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.31488333,12.59854997,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.36731666,12.85393333,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.51391665,13.21551666,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.1612,12.74201667,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.39905001,13.64216665,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.32693332,14.04615,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.93554999,12.99143333,Aquaculture,57.14,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.00046667,13.08558334,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.02613333,13.34776665,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.78091666,13.20401667,Aquaculture,7.69,Class 2,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.81356665,13.37621667,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.74504999,13.60716667,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.97156665,14.01911667,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.57513332,13.6122167,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.67010002,13.76306667,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.35754999,13.72759997,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.33693333,13.89683336,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.47133334,14.19400001,Aquaculture,20.00,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.70848331,13.69053332,Aquaculture,20.00,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.08663333,13.94695002,Aquaculture,16.07,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.38675,14.17981666,Aquaculture,16.67,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,45.36563333,12.37755,Aquaculture,10.00,Class 2,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,45.45588334,12.67978331,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.90388336,12.57451668,Aquaculture,38.74,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.04143333,12.63320001,Aquaculture,27.08,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.59526666,13.75691668,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.03325,14.02396667,Aquaculture,24.00,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,45.32756666,13.0508,Aquaculture,50.00,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.57178332,13.54413331,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.20486666,12.9784167,Aquaculture,10.77,Class 3,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,45.38838332,12.49619999,Aquaculture,4.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,45.33945001,12.85840003,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,45.06623333,12.76088333,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,45.03685,13.24403334,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.70419998,12.75534999,Aquaculture,8.33,Class 2,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.68741665,13.47973334,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.47440001,12.6412,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.43836667,12.70499999,Aquaculture,66.67,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.191,12.60971667,Aquaculture,44.68,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.12618333,12.53883336,Aquaculture,38.46,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.06136667,12.75953331,Aquaculture,56.82,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.57935003,13.68756669,Aquaculture,25.93,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.32165,13.97944997,Aquaculture,14.29,Class 3,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,42.88206666,13.97880001,Aquaculture,18.18,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,42.64828332,14.26028333,Aquaculture,6.67,Class 2,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,42.56378333,14.24703333,Aquaculture,13.33,Class 3,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,42.25076666,14.58585002,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,42.08596667,14.91044998,Aquaculture,16.67,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,41.96606668,15.10198333,Aquaculture,14.47,Class 3,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,42.03733333,15.49425001,Aquaculture,4.26,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,41.99375,15.70479997,Aquaculture,31.82,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,45.57041664,13.54740003,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,45.41208334,12.52176666,Aquaculture,28.57,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.61215,13.11488334,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,45.63958333,13.48048334,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,45.09011667,12.39723333,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,45.14248333,12.53763332,Aquaculture,14.29,Class 3,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,45.26288333,12.90936667,Aquaculture,25.00,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.8573,12.49956668,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.99578336,12.93883336,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,45.07591666,13.24181666,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.82138335,12.52731667,Aquaculture,23.40,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.62433332,12.77291667,Aquaculture,33.33,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.75014998,13.08988334,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.2653,12.39151665,Aquaculture,57.69,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.32403332,12.57328332,Aquaculture,16.67,Class 4,Strafella et al 2015
